,Average Temperature (C),Average Elevation (ft),Average Cloud Transmittance,Average Dew Point Temperature (C),Average Annual Precipitation (mm),Tree Canopy Cover (%),Imperviousness (%),Distance to Nearest Town Hall (m),Distance to Nearest Hospital (m),Distance to Nearest Police Station (m),Distance to Nearest Fire Department (m),Distance to Nearest University (m),Building Value ($),Agriculture Value ($),National Risk Index Composite Score,Expected Annual Loss Composite Score,Social Vulnerability Score,Community Resilience Score,Distance to Closest Major Center (m),Distance to Nearest Water Body or Coast (m),Percent Developed (%),FIPS,Median Age,Average Household Size,Median Household Income ($),Per Capita Income ($),Gini Index,Median Gross Rent as Percentage of Household Income (%),Median Gross Rent ($),Percentage of Population Unemployed (%),Percentage of Population without High School Diploma (%),Percentage of Population with Bachelor's Degree or More (%)
16,17.55380990076289,37.79763447828897,0.8006898451133492,10.54537571485074,334.3186812785685,1.685672514619884,75.94606413994168,6219.281043,738.649036,1065.847742,0.0,1929.637504,539500270.9510598,0.0,86.45174444260167,78.31693268578233,89.87000390449022,15.439999779316215,6219.281043,2258.6007740824457,99.8542274052478,6037296901,30.6,2.73,40913.0,22712.0,0.4458,37.79999924,1214.0,4.148660328435609,23.47972972972973,18.277027027027025
17,17.56629728541714,37.74305977710231,0.8009429165861013,10.53590607194015,334.5759011296237,1.063752276867032,77.02925045703833,5767.20597,364.734485,822.554112,329.869256,1615.832148,408477441.8502639,0.0,76.03339085453608,64.48904240932914,89.33999499285332,15.43999934793002,5767.20597,2632.275908863682,100.0,6037296902,38.1,2.46,52585.0,30743.0,0.4514,35.29999924,1224.0,5.704407951598963,20.604586518415566,17.095205003474632
18,17.48261753755612,82.36469770674046,0.800688123939102,10.3335658369668,344.6111397791597,8.468789013732822,56.83062499999998,4843.475112,41.613288,1803.993751,572.711251,1232.346178,,,,,,,4843.475112,2082.775338370948,98.125,6037297000,42.3,2.39,110699.0,53969.0,0.4136,26.39999962,1722.0,5.903398926654741,4.797635288767622,40.74579354251932
19,17.53058547859882,28.35884691848908,0.7999187825214309,10.63762366084413,325.9858291049595,1.250559284116331,77.32885906040269,7001.219091,1507.363338,1518.242081,173.144065,2430.923638,286075420.438924,0.0,56.42272658935853,44.46532094359752,79.28999965135823,15.43999933421392,7001.219091,1827.173193345812,100.0,6037297201,31.3,3.01,60574.0,24112.0,0.3781,34.20000076,1544.0,2.595744680851064,21.884858044164037,23.462145110410095
20,17.47376107481851,62.48618592528237,0.8001191930290316,10.51873811494777,335.1598431677529,3.653666146645862,69.22413793103452,6495.680123,1159.043964,1832.946497,415.339322,2535.368233,331101381.83451325,0.0,53.6840599637859,48.0693798674024,60.68999822978107,15.439999479401804,6495.680123,1546.2162928280786,100.0,6037297202,39.1,2.7,70767.0,37121.0,0.4346,31.79999924,1417.0,6.886374815543532,12.257327750285498,24.933384088313666
21,17.34614135752158,73.03898332788506,0.7951529750630276,10.44664239431372,335.0322711791214,3.354505169867062,39.93888070692197,6174.704376,1148.119246,2435.94172,0.0,2130.082802,270604199.7354068,0.0,44.20872357212141,40.31049608895297,52.06999945148961,15.439999508228771,6174.704376,467.0561832038941,83.79970544918999,6037297300,36.4,2.81,102143.0,44790.0,0.3999,30.60000038,2112.0,5.391658189216684,9.169435215946844,37.27574750830564
22,17.40446917019323,108.2102207841655,0.7962726845764392,10.1881385978219,343.4368394703004,7.621309370988451,46.63387510692892,5102.492739,1152.398264,3080.590016,254.254684,720.547963,569011831.6015145,0.0,62.50535112830713,63.54839451699465,41.15999974625135,15.439999542435729,5102.492739,573.5234270239201,95.03849443969204,6037297400,55.0,2.22,82955.0,54972.0,0.4554,25.79999924,2139.0,6.570841889117044,4.593373493975903,49.623493975903614
23,17.4122370599921,72.39643374456796,0.7952373236526445,10.53888821433954,328.2473643595237,6.07319263583295,51.435505617977526,6796.641112,1852.498438,2357.392346,72.562581,2652.696947,,,,,,,6796.641112,558.8710682607407,96.98876404494382,6037297500,46.0,2.25,88229.0,64023.0,0.4744,31.60000038,1744.0,3.0214015946286197,4.564088548783821,35.72014211533206
24,17.46175733422997,30.66826846067593,0.7920439764511196,10.73688899212383,317.6914877377514,5.20028818443804,64.76512968299716,7626.276218,2156.273129,2047.81234,767.612581,2988.320601,414372976.59360695,0.0,56.69861574613423,48.73640693249668,68.69000237403907,15.439999565240642,7626.276218,943.4847463891132,100.0,6037297602,43.3,2.15,64873.0,42294.0,0.4822,29.60000038,1410.0,7.898658718330849,7.1017274472168905,41.34357005758157
25,17.53209146736306,69.55458937198055,0.8010063441479252,10.35260877878361,343.6237859324129,5.425347222222226,64.6759581881533,4986.225197,0.0,1367.156767,1086.992839,1174.698127,347437190.1466207,0.0,78.61270992234408,69.811165682278,84.19999698377511,15.43999958689908,4986.225197,3152.1606807440926,100.0,6037609900,40.2,3.08,71071.0,23725.0,0.3916,38.90000153,1429.0,7.142857142857142,20.947802197802197,25.892857142857146
26,17.84429298450192,290.7861926041036,0.8050706440129686,9.355686860540242,366.2716383946308,24.455860058308957,14.047796689204944,0.0,2776.223147,1876.522341,0.0,1071.569956,761026288.0625573,0.0,53.313037965401485,63.27477260355145,13.4300002709853,15.439999541075704,0.0,2425.2620572661253,70.70412683609233,6037670500,55.3,2.62,250001.0,165658.0,0.5413,18.29999924,3501.0,5.378151260504202,2.3746701846965697,70.36059806508355
27,17.7007719615976,193.3639300334932,0.8020129038784429,9.801347346542762,356.627382565298,17.458500669344037,26.99303229264373,1046.689604,1253.676021,1148.455591,0.0,0.0,1517104120.6844535,399.0000004430131,76.43295446815864,85.74934833486815,9.359999667069731,15.439999597526464,1046.689604,2143.820332263581,88.40948680155434,6037670702,52.6,2.78,200292.0,94852.0,0.4353,39.40000153,3501.0,1.7415534656913967,2.346316283435007,74.44861567339277
28,17.18596144438795,348.1021643218554,0.8066552891839762,7.862120233116326,465.2359919871373,12.7542075252057,2.17879514269086,5482.114088,6450.488089,9475.276549,0.0,5346.038331,1048761618.9342456,265.99888375150573,92.34609014244216,94.30873827849412,29.889873958570195,15.43993478761532,5482.114088,3241.816079505488,9.747171337535637,6037800406,53.2,2.27,145260.0,94560.0,0.5518,25.89999962,1689.0,7.5139146567718,5.401234567901234,55.50411522633745
29,16.47120813828629,72.09219430652308,0.7940222817996699,9.17882136561092,342.5234087241386,10.506212918392462,25.879406827084456,5327.52858,12692.41019,12009.36126,0.0,3982.065305,,,,,,,5327.52858,940.5970936445502,72.45663122551763,6037800408,52.0,2.31,149026.0,114050.0,0.5712,27.39999962,2080.0,2.0518081559374197,2.0773121387283235,69.07514450867052
30,17.46249512105932,345.4714896468691,0.8052147503815532,8.13428123755534,478.3105747026634,16.344228681703065,3.157539203860062,287.66271,8508.417406,6065.153057,751.416417,0.0,921953940.9115005,44248.99999575248,82.59406363665141,91.59170443257304,5.230000018571452,15.439999578901192,287.66271,2685.923270793661,11.737032569360675,6037800410,20.5,2.7,116190.0,38977.0,0.4978,35.79999924,2392.0,9.057005860415558,0.7364975450081833,68.65793780687397
31,17.51856286827156,296.7491564181943,0.8113592347037882,7.148425386658189,444.3579706084923,9.233391827525685,46.03236327145013,282.842684,1338.89787,4339.213877,0.0,1857.788297,1582823406.0321076,52496.000034230936,85.22213771432527,90.8412993522802,14.420000085696758,15.43999959045122,282.842684,753.1386988333111,91.82137481184144,6037800324,44.8,2.85,143750.0,70522.0,0.4434,24.29999924,3324.0,5.099778270509978,3.6066261270706645,65.25477039211574
32,17.21540678952895,281.9291043167037,0.8124778393842835,7.226628175733815,449.2233153691527,6.133281673769864,39.858805275407214,632.333787,496.963828,8378.748436,51.550021,620.150553,952954476.2663492,29375.15626053472,62.301550138159314,74.17175581175303,8.873527585936408,15.35955841160723,632.333787,516.0747880088761,90.26377036462374,6037800325,53.5,2.36,133688.0,85788.0,0.5033,29.60000038,2721.0,2.094240837696335,0.3238575026988125,69.44944224541202
33,17.58956596092708,405.6459703452207,0.8123145120567226,6.860460380687374,500.6407823262226,13.66273434510909,5.955445965479154,0.0,1391.559403,3938.740809,0.0,1675.019502,,,,,,,0.0,1070.8190418920517,17.815236799591872,6037800326,52.8,2.58,133942.0,79792.0,0.4874,32.70000076,2207.0,2.6679371129109097,2.086765513454146,63.28940142778693
34,17.88917601639997,318.0598407953274,0.8135893732450206,7.054863908316293,439.9838566663502,6.332133917396738,21.62458939465037,1390.64522,5161.142161,2185.622722,770.752923,5778.280463,,,,,,,1390.64522,4010.739736921365,60.89472860941655,6037800327,38.1,2.62,92740.0,47434.0,0.4153,28.70000076,2415.0,6.313943291435253,4.734713300023793,52.24839400428265
35,18.11124873510082,318.167019614294,0.8123960715433459,7.055459730437072,443.420223954635,2.840829168980174,6.123253446840011,3525.722477,5632.604015,194.195948,0.0,7941.057176,370295532.6671274,0.0,29.881184242780392,48.596888492631415,2.606233365024495,15.417717884958671,3525.722477,1547.5491153851249,16.618858147496994,6037800328,35.7,2.8,105625.0,53271.0,0.4148,27.10000038,2139.0,4.055496264674493,1.6068559185859668,62.77450455275844
36,18.10973955391216,287.9411009312444,0.8114133551502047,7.330983835342473,442.5045437618102,7.103988206701454,10.95693055500209,1344.792906,4790.76504,0.0,0.0,5163.348984,,,,,,,1344.792906,2069.268183230439,27.96127335750429,6037800329,39.2,2.68,94250.0,64488.0,0.5686,38.79999924,2476.0,2.463728442376129,2.551562832234744,53.94429087816287
37,17.87022122935409,383.7853682357796,0.8104305603036025,7.127298739451832,514.6968524278936,18.86307132690185,1.768031127419967,3349.121211,5506.692568,3270.856836,965.984474,3324.198425,,,,,,,3349.121211,701.9452290661582,9.066177400986968,6037800330,46.7,2.63,134250.0,72236.0,0.5066,30.60000038,3400.0,4.3577981651376145,2.593192868719611,59.80551053484603
38,17.44619013193905,340.0695450885669,0.8125205355967858,7.109119212497832,446.3002904947271,5.361904761904757,39.32018140589573,686.759433,424.529417,7390.868161,1521.75019,747.99625,,,,,,,686.759433,1072.5739742637215,74.92063492063492,6037800331,40.6,3.15,131375.0,47437.0,0.3715,51.0,3153.0,4.261363636363636,9.014675052410901,52.41090146750524
39,17.61703204015532,322.5081305859003,0.8137178619345025,7.028697463512789,434.7958244030285,7.424660085677029,31.510340972610397,1114.193586,2231.483124,4349.208545,741.999188,2909.291097,,,,,,,1114.193586,2082.682139433909,71.19433575554314,6037800332,46.4,2.88,139145.0,70102.0,0.4603,51.0,3501.0,2.2934338674206725,1.3894826849080804,66.97306541256948
40,18.41741615410008,317.6687566447665,0.8053735252753615,8.238012834760282,522.2946596644273,22.113457760314333,18.94961907102478,7398.15241,6419.662034,7404.529656,2303.573331,5542.222856,1242664057.68538,0.0,85.80602167800635,92.77309313209742,8.079999895651707,15.439999526774494,7398.15241,976.8244649815738,53.57581715409191,6037262601,48.0,2.62,212386.0,136630.0,0.4881,14.89999962,3501.0,3.715846994535519,2.110514198004605,76.01688411358404
41,17.42604120403592,151.9546070002027,0.8064624756356814,9.093536502922989,434.7989922740235,19.6214939024389,29.16780874067303,5440.004361,4641.456706,5452.314989,0.0,4601.0028,1735104902.9528344,0.0,90.01450579043504,93.93569075755263,17.00999982647834,15.43999921512112,5440.004361,2007.059088069592,70.76290543627228,6037262604,49.2,2.28,200625.0,129807.0,0.5354,21.5,3407.0,1.7169179229480735,0.9932170542635659,79.40891472868216
42,17.06800709471874,72.30866205774662,0.8023414959166719,9.470484636124372,390.4071811810016,13.884474885844748,45.22237442922376,4825.602733,4495.290516,4863.038341,37.016355,4262.309712,860793664.8521118,0.0,82.45017360520397,85.62251918579699,31.77000045230545,15.43999957773064,4825.602733,500.5732403655473,90.09132420091323,6037262704,45.8,2.2,122083.0,101170.0,0.5724,25.29999924,2250.0,6.074766355140187,1.7709118311981915,72.11755840241145
43,17.00297090840592,62.11096388117061,0.799248625111643,9.678031704440556,371.6848235568736,11.246633320507868,42.19561031959949,3113.908669,2904.794257,3151.616539,32.417489,2561.195619,1091505519.5393343,0.0,82.15169089515328,87.87373452787216,18.01000020478064,15.439999559721308,3113.908669,636.2096851979758,86.83095879861379,6037262706,45.9,2.71,188409.0,140246.0,0.573,27.79999924,1873.0,0.7614213197969544,2.3870417732310316,79.07075873827793
44,17.44216513037453,222.3633616213029,0.8013866935230001,8.645116816186736,440.3579161491509,18.9283519259104,9.523380613662177,0.0,9595.340299,6193.06953,0.0,487.892942,1456901836.0000298,4783.000000000097,89.39375921609847,94.39486107523034,11.399999618530506,15.439999580383615,0.0,1477.7705205514044,28.734374342354474,6037800504,56.0,2.01,168235.0,170615.0,0.5923,28.39999962,2653.0,0.4329004329004329,3.420195439739414,66.34093376764386
45,17.75946932389785,326.2040566652504,0.8053460802897899,8.287326167185109,477.2645144648457,28.199190477823983,4.848449506037318,4771.666045,7565.928065,7736.881342,960.098868,5892.799683,863418936.7376678,133.00000011362943,82.58217197751368,88.87779794802391,14.869999898263368,15.439999593574568,4771.666045,1600.9413850162564,14.93208013172338,6037800506,51.1,2.34,169125.0,104464.0,0.4709,21.79999924,2847.0,5.1655629139072845,1.0192525481313703,69.72442431106077
46,18.65508925044842,268.0626973387468,0.8158505248771282,7.096355070447345,429.9070879516354,7.207938655841235,52.73071718538564,2575.710358,1420.424998,1365.623504,877.579945,2059.548079,,,,,,,2575.710358,710.7583793731501,98.82724402345512,6037137201,39.0,2.6,77146.0,44435.0,0.4676,29.89999962,1848.0,7.836806574699148,8.803716608594657,48.199767711962835
47,18.60769697983523,266.6609024420481,0.8164077878951482,7.09565247256351,431.364548378277,7.032942490228916,37.22098214285709,1422.100586,1669.492896,2627.038076,723.744023,2549.238149,571872209.3475451,0.0,52.86234118499159,66.01686348951617,8.319999685331847,15.439999562767648,1422.100586,601.3313382574713,100.0,6037137301,47.8,2.96,156250.0,64840.0,0.4117,26.10000038,3304.0,5.228276877761414,5.263157894736842,46.59964518036664
48,18.49280990172766,305.2232744716946,0.8152379279480342,7.095342580620048,434.8982293830416,11.119330855018593,50.539175640549416,25.71606,1855.646907,4877.737628,1829.311433,4193.6497,1139131898.211387,0.0,83.43944390710952,86.26735510080215,33.15175954329852,15.417564508277982,25.71606,2122.215291516495,99.77720014853324,6037137302,51.0,2.74,145286.0,65093.0,0.3974,40.5,3342.0,4.0259139287366965,3.0159668835008873,57.835600236546426
49,18.65080152371999,307.1931394165555,0.8117542553192661,7.132075436696995,448.5613941629061,13.769847328244268,36.21551394726782,2662.480945,1470.416709,1569.125458,1338.919322,3005.793453,1063491118.942306,0.0,85.77391419904886,88.43859351892043,32.79000088291608,15.439999565027463,2662.480945,2195.411565311253,92.20481467329004,6037137401,43.6,2.66,125781.0,60776.0,0.4122,25.89999962,2474.0,5.386796273795059,2.571428571428571,60.349206349206355
50,18.64398692791553,301.9326960466637,0.8120624921226047,7.104778163238868,447.7633632610185,11.36920384951878,44.65393586005835,718.30466,0.0,2822.070578,1149.754844,3804.581366,1169733868.8773189,0.0,88.54706779100985,88.02992255028931,54.47999972282128,15.439999631562292,718.30466,921.9840087684664,96.2390670553936,6037137402,48.0,2.55,115978.0,59470.0,0.4567,34.40000153,2260.0,5.09393063583815,4.206730769230769,54.47115384615384
51,18.5248885170786,402.327540719639,0.8098948023123849,7.023624677194774,489.4277220021764,15.083277591973271,17.345185020062384,1705.642587,1219.307856,3630.711185,1854.889746,4966.67612,1476376795.6173842,0.0,92.2394520673027,94.3502360823889,28.420000088178483,15.439999586839924,1705.642587,1834.05717894564,44.76148016049933,6037800101,47.2,2.96,142159.0,69537.0,0.4863,36.70000076,3501.0,4.989885367498315,4.359879032258065,60.30745967741935
52,18.36117409637341,439.1584978733255,0.8116402212575642,7.136927858576972,536.0867650733691,25.6322424572822,2.301378264647315,3115.431214,2869.460177,3673.029415,0.0,3664.486587,,,,,,,3115.431214,2146.9622713387944,15.95311515068913,6037800102,45.2,2.68,130703.0,67713.0,0.4283,31.20000076,3024.0,5.064523983442902,1.9491687368622206,65.90865660233136
53,18.34983208305631,317.7964509318529,0.8119837938860551,7.418163342217195,482.9705632168983,12.129576265636269,6.000098231827169,1117.926284,1958.378372,1097.211436,0.0,4438.33263,2068476257.5900369,7021.000002002755,95.55843602592634,97.76287669838992,15.369999889943402,15.439999584787593,1117.926284,1940.186536712564,22.111984282907663,6037800202,45.3,2.96,162048.0,89772.0,0.5268,51.0,3501.0,4.122193595877807,3.657339224349534,57.0446735395189
54,18.36901901212746,327.5004526472643,0.81311956600924,7.085182433704762,447.1546661198435,9.796846254927717,20.53982300884968,0.0,425.850697,1952.471808,88.642685,5437.076094,,,,,,,0.0,1871.8761065988008,64.23376850959433,6037800203,42.0,2.83,146543.0,97700.0,0.5758,25.5,2426.0,4.2523527361449975,0.9433962264150944,62.76205450733753
55,18.48692251065712,321.8850681921867,0.8130370752305098,7.056075808149163,455.0729388960966,10.982354588740526,24.07703800541596,0.0,158.15147,1640.911946,0.0,4279.215996,1834497389.343353,0.0,93.72235157430686,95.25800300929023,32.2099990378274,15.439999558023702,0.0,29.483551855589848,62.52684657764497,6037800204,50.5,2.6,138306.0,96193.0,0.5503,51.0,2759.0,4.982901807523205,2.803450400492914,62.5385089340727
56,18.61214336913629,269.3608919134137,0.8155488888583784,7.099509623138203,434.4750965339078,6.885342019543973,43.82149837133552,1232.844098,324.554562,3063.080594,1051.622202,3088.398294,,,,,,,1232.844098,357.54216968142254,100.0,6037930401,,,,,,,,,,
57,18.69108435080465,267.818253550763,0.8160705625195677,7.161309651861928,431.9069749088679,7.849704142011823,61.12647754137113,4321.562742,705.994566,669.602849,543.651327,1937.28636,1062010936.039688,0.0,95.21714205662347,95.05836377432692,53.45000016098832,15.439999406498828,4321.562742,1609.5202542194147,97.63593380614655,6037137103,42.5,2.25,89344.0,52469.0,0.4169,31.29999924,2225.0,3.101965601965602,8.668941979522184,55.15358361774744
58,18.69267369724373,269.9246719775089,0.8173678216920951,7.195170323724353,429.7557829940561,9.559817030260389,56.34612676056334,4954.050347,0.0,0.0,0.0,633.318155,1655315947.8557963,0.0,96.74642098766932,98.02827858436136,24.69000063631581,15.439999644330909,4954.050347,2338.8509697713243,99.04929577464787,6037137104,45.5,2.72,106111.0,51527.0,0.4722,51.0,2568.0,4.2615723732549595,7.740993184031159,55.69620253164557
59,18.66918915497882,290.1893566322479,0.8138781246422203,7.246825992881186,443.5651479622607,9.901287553648077,46.14669051878352,5471.3335,310.276757,939.209,636.442035,1456.352576,1240350001.8961022,0.0,95.71421767631472,93.99088701501744,72.7699965783019,15.439999566641871,5471.3335,2901.818951401818,94.81216457960645,6037137501,35.8,2.5,92156.0,55303.0,0.5059,33.0,2465.0,8.500717360114777,5.149501661129568,47.840531561461795
60,18.65364302776275,286.0132120631864,0.8139633337808816,7.177472268136973,440.6058904550142,12.416092943201392,47.90021505376346,3846.120187,240.219932,876.688685,494.739851,2061.387504,1067147835.238092,0.0,92.17642583990624,92.17182988175716,50.25999833274674,15.439999583828127,3846.120187,2585.3836498843566,99.01075268817203,6037137502,43.2,2.5,99688.0,59699.0,0.491,37.20000076,2301.0,4.633843607778237,2.2919179734620023,56.15199034981906
61,18.6014094473849,365.8482787817852,0.8088626637824202,7.286366864534176,474.8090434579094,13.163645038167948,13.78658391024107,6173.258682,1731.074209,2305.370687,1605.131615,2293.124959,597928265.5383003,0.0,51.7742474727985,67.41198328168858,5.300000213234205,15.43999964592855,6173.258682,3058.749595447411,44.78395798519933,6037137504,50.5,3.08,143875.0,80400.0,0.5088,16.10000038,3501.0,3.4141958670260557,3.068592057761733,55.77617328519856
62,18.60712659177679,361.5935141242929,0.8084210777484759,7.218813400753864,473.9698995136033,13.620907057148647,19.12365263371975,3818.848175,1291.39601,1942.80663,1591.131487,2967.396528,1084016045.8601034,98429.00007809768,76.58279033807929,85.00833790243048,11.829999933092468,15.43999959263404,3818.848175,3485.5603056299046,64.57189343095384,6037138000,49.8,2.66,127983.0,56106.0,0.4118,37.20000076,3344.0,6.301050175029172,5.70813139472267,53.55411954765751
63,18.803673638546,232.4169816807213,0.8158524380447071,7.390752844631633,422.0124005547576,0.778067885117494,79.63636363636365,8227.22706,0.0,1573.448621,777.3914,0.0,484080589.4121639,0.0,89.66726925771874,82.92505350320987,88.98000343269442,15.439999593529478,8227.22706,1369.2237268834594,100.0,6037139302,34.9,2.44,46743.0,24632.0,0.4278,41.70000076,1705.0,7.722701149425287,9.108262885192255,31.688028361058084
